algorithm,benchmark,dim,seed,best_fitness,fe_used
PSO,Schwefel,30,22,3181.184100268185,60000
PSO,Schwefel,30,23,4433.808556149545,60000
PSO,Schwefel,30,24,3956.9074657038946,60000
PSO,Schwefel,30,25,4188.0562091177,60000
PSO,Schwefel,30,26,3131.1180992787686,60000
PSO,Schwefel,30,27,4420.12074934116,60000
PSO,Schwefel,30,28,4072.0395837923606,60000
PSO,Schwefel,30,29,4219.600519852453,60000
O-PSO,Schwefel,30,0,3734.944520275183,60000
O-PSO,Schwefel,30,1,4173.216390652968,60000
O-PSO,Schwefel,30,2,3398.4814511285713,60000
O-PSO,Schwefel,30,3,4584.451441234384,60000
O-PSO,Schwefel,30,4,4326.2644450480075,60000
O-PSO,Schwefel,30,5,5198.330733894096,60000
O-PSO,Schwefel,30,6,3753.1644606013215,60000
O-PSO,Schwefel,30,7,3285.9563825230634,60000
O-PSO,Schwefel,30,8,3363.4504158891286,60000
O-PSO,Schwefel,30,9,3934.3768825781317,60000
O-PSO,Schwefel,30,10,2886.7080789813645,60000
O-PSO,Schwefel,30,11,4034.562375388872,60000
O-PSO,Schwefel,30,12,3222.194204471665,60000
O-PSO,Schwefel,30,13,4990.999386025734,60000
O-PSO,Schwefel,30,14,3982.771680628006,60000
O-PSO,Schwefel,30,15,4018.160963482731,60000
O-PSO,Schwefel,30,16,4324.663944623742,60000
O-PSO,Schwefel,30,17,3240.4141447977945,60000
O-PSO,Schwefel,30,18,2390.039796653966,60000
O-PSO,Schwefel,30,19,3989.083231188617,60000
O-PSO,Schwefel,30,20,4628.129276669042,60000
O-PSO,Schwefel,30,21,4082.909343434312,60000
O-PSO,Schwefel,30,22,3497.141446824535,60000
O-PSO,Schwefel,30,23,3424.0961060681275,60000
O-PSO,Schwefel,30,24,3741.2848558254846,60000
O-PSO,Schwefel,30,25,3026.2868399867093,60000
O-PSO,Schwefel,30,26,5135.696103628089,60000
O-PSO,Schwefel,30,27,2906.3532003049513,60000
O-PSO,Schwefel,30,28,4418.3933461395745,60000
O-PSO,Schwefel,30,29,4030.122120381813,60000
AO-PSO,Schwefel,30,0,5948.692541907765,60026
AO-PSO,Schwefel,30,1,4264.926685715811,60009
AO-PSO,Schwefel,30,2,4407.617587797372,60014
AO-PSO,Schwefel,30,3,6637.072746441485,60016
AO-PSO,Schwefel,30,4,5303.388225874559,60013
AO-PSO,Schwefel,30,5,4115.857127746156,60009
AO-PSO,Schwefel,30,6,3272.0307494119315,60004
AO-PSO,Schwefel,30,7,4072.5495391743116,60008
AO-PSO,Schwefel,30,8,7268.343923657151,60003
AO-PSO,Schwefel,30,9,7028.412348157188,60015
AO-PSO,Schwefel,30,10,5581.19426873245,60007
AO-PSO,Schwefel,30,11,5724.845233107647,60002
AO-PSO,Schwefel,30,12,4593.1874105142015,60023
AO-PSO,Schwefel,30,13,6149.415547619275,60001
AO-PSO,Schwefel,30,14,6827.540835488557,60014
AO-PSO,Schwefel,30,15,4336.033625591175,60011
AO-PSO,Schwefel,30,16,7220.418923730296,60016
AO-PSO,Schwefel,30,17,5233.714904599122,60010
AO-PSO,Schwefel,30,18,6317.763968353292,60038
AO-PSO,Schwefel,30,19,3247.7643254819777,60016
AO-PSO,Schwefel,30,20,7209.423357481897,60013
AO-PSO,Schwefel,30,21,5316.760773465814,60023
AO-PSO,Schwefel,30,22,7029.942203692207,60022
AO-PSO,Schwefel,30,23,6111.031058792616,60023
AO-PSO,Schwefel,30,24,6524.30731192762,60015
AO-PSO,Schwefel,30,25,6564.377134447026,60010
AO-PSO,Schwefel,30,26,5710.031261168329,60019
AO-PSO,Schwefel,30,27,3892.8541451361125,60001
AO-PSO,Schwefel,30,28,4900.946510153923,60013
AO-PSO,Schwefel,30,29,6324.470804108709,60019
